draft_year,round,pick_number,first_team,peak_ws_with_first_team,peak_ws_season,total_ws_with_first_team
1991,1,22,LAC,-0.2,1991-92,-0.2
1991,1,23,ORL,2.1,1991-92,2.1
1991,1,24,BOS,5.2,1996-97,20.599999999999998
1991,1,25,BOS,0.0,1996-97,0.0
1991,1,26,CHI,0.0,1991-92,0.0
1991,1,27,SAC,1.3,1993-94,3.0
1991,2,28,CHH,0.2,1991-92,0.4
1991,2,29,CHH,0.0,1991-92,0.0
1991,2,30,ATL,-0.2,1991-92,-0.2
1991,2,31,SAC,1.9,1992-93,4.199999999999999
1991,2,32,UTA,0.1,1993-94,0.1
1991,2,33,DAL,1.5,1991-92,1.8
1991,2,34,MIN,0.0,1991-92,0.0
1991,2,35,DAL,2.2,1991-92,3.7
1991,2,36,ORL,0.9,1991-92,1.2
1991,2,37,LAC,-0.1,1991-92,-0.1
1991,2,38,LAC,0.0,1991-92,0.0
1991,2,39,CLE,0.2,1991-92,0.2
1991,2,40,WSB,1.7,1994-95,1.9
1991,2,41,IND,0.0,1992-93,-0.5
1991,2,42,IND,0.0,1992-93,0.0
1991,2,43,POR,-0.1,1991-92,-0.1
1991,2,44,POR,0.0,1991-92,0.0
1991,2,45,CLE,6.8999999999999995,1995-96,19.299999999999997
1991,2,46,PHO,3.9,1992-93,4.2
1991,2,47,PHO,0.0,1992-93,0.0
1991,2,48,UTA,0.3,1991-92,0.6
1991,2,49,SAS,-0.1,1991-92,-0.1
1991,2,50,SAS,0.0,1991-92,0.0
1991,2,51,HOU,0.2,1994-95,0.2
1991,2,52,HOU,0.0,1994-95,0.0
1991,2,53,HOU,0.0,1994-95,0.0
1991,2,54,HOU,0.0,1994-95,0.0
1992,1,1,ORL,17.2,1993-94,52.99999999999999
1992,1,2,CHH,10.0,1994-95,24.5
1992,1,3,MIN,6.2,1994-95,19.0
1992,1,4,DAL,5.4,1995-96,12.100000000000001
1992,1,5,DEN,8.799999999999999,1993-94,22.8
1992,1,6,WSB,3.8,1993-94,5.9
1992,1,7,SAC,5.1,1994-95,8.9
1992,1,8,MIL,4.8,1994-95,9.4
1992,1,9,PHI,6.0,1993-94,26.0
1992,1,10,ATL,3.3,1992-93,4.799999999999999
1992,1,11,HOU,8.4,1993-94,24.1
1992,1,12,MIA,2.9000000000000004,1993-94,4.5
1992,1,13,DEN,7.8,1993-94,25.4
1992,1,14,IND,0.6,1993-94,0.8
1992,1,15,LAL,3.8000000000000003,1995-96,10.100000000000001
1992,1,16,LAC,0.3,1993-94,0.6000000000000001
1992,1,17,LAL,1.4,1993-94,1.5
1992,1,18,POR,2.3000000000000003,1993-94,3.2
1992,1,19,WSB,5.6,1993-94,7.1
1992,1,20,NYK,6.0,1995-96,16.299999999999997
1992,1,21,MIL,2.1,1993-94,3.1
1992,1,22,PHO,5.5,1993-94,10.5
1992,1,23,MIL,2.1,1995-96,5.9
1992,1,24,GSW,8.1,1996-97,28.0
1992,1,25,LAC,0.6,1993-94,0.10000000000000009
1992,1,26,POR,-0.1,1992-93,-0.1
1992,1,27,GSW,1.8,1992-93,2.8000000000000003
1992,2,28,MIN,1.7,1993-94,2.6
1992,2,29,NJN,5.3,1995-96,14.100000000000001
1992,2,30,DAL,2.2,1993-94,4.800000000000001
1992,2,31,POR,0.4,1993-94,0.4
1992,2,32,WSB,7.4,1995-96,7.5
1992,2,33,CHI,0.2,1992-93,0.2
1992,2,34,MIN,1.2,1994-95,3.2
1992,2,35,CHH,0.9,1993-94,1.6
1992,2,36,LAL,-0.4,1992-93,-0.4
1992,2,37,DET,0.0,1992-93,0.0
1992,2,38,CLE,0.1,1994-95,0.1
1992,2,39,ORL,0.8,1992-93,0.9
1992,2,40,ORL,0.0,1992-93,0.0
1992,2,41,DAL,3.7,1995-96,10.9
1992,2,42,MIA,4.5,1993-94,8.4
1992,2,43,MIA,2.0,1996-97,3.5
1992,2,44,MIA,0.0,1996-97,0.0
1992,2,45,SEA,0.0,1993-94,0.0
1992,2,46,DEN,-0.1,1992-93,-0.1
1992,2,47,DAL,0.3,1993-94,0.3
1992,2,48,MIN,0.0,1993-94,0.0
1992,2,49,MIN,0.0,1993-94,0.0
1992,2,50,LAC,0.2,1994-95,0.2
1992,2,51,LAC,0.0,1994-95,0.0
1992,2,52,CHI,0.0,1996-97,0.0
1992,2,53,CHI,0.0,1996-97,0.0
1992,2,54,CHI,0.0,1996-97,0.0
1993,1,1,GSW,7.8,1993-94,7.8999999999999995
1993,1,2,PHI,3.5,1994-95,2.4
1993,1,3,ORL,16.3,1995-96,52.199999999999996
1993,1,4,DAL,6.3,1994-95,7.800000000000001
1993,1,5,MIN,3.4,1995-96,7.0
1993,1,6,WSB,3.9,1996-97,11.5
1993,1,7,SAC,0.4,1996-97,-0.7000000000000001
1993,1,8,MIL,8.3,1996-97,24.7
1993,1,9,DEN,3.9,1994-95,5.9
1993,1,10,DET,6.9,1996-97,27.099999999999994
1993,1,11,DET,7.1,1995-96,9.7
1993,1,12,LAL,3.9,1993-94,6.8
1993,1,13,LAC,5.0,1995-96,6.2
1993,1,14,IND,0.3,1993-94,0.3
1993,1,15,ATL,0.2,1994-95,0.2
1993,1,16,NJN,1.6,1994-95,2.8
1993,1,17,PHI,0.3,1994-95,0.5
1993,1,18,UTA,-0.1,1993-94,-0.1
1993,1,19,BOS,0.2,1993-94,0.0
1993,1,20,CHH,5.6,1994-95,7.899999999999999
1993,1,21,POR,2.1999999999999997,1995-96,3.6999999999999997
1993,1,22,CLE,8.9,1996-97,26.4
1993,1,23,SEA,4.2,1995-96,6.4
1993,1,24,HOU,6.1,1994-95,12.000000000000002
1993,1,25,CHI,1.5999999999999999,1994-95,5.300000000000001
1993,1,26,ORL,0.0,1993-94,0.0
1993,1,27,PHO,0.1,1993-94,0.1
1993,2,28,DAL,4.1,1994-95,6.799999999999999
1993,2,29,DAL,0.0,1994-95,0.0
1993,2,30,WSB,8.0,1995-96,18.5
1993,2,31,SAC,0.1,1993-94,0.1
1993,2,32,SEA,0.1,1993-94,0.1
1993,2,33,HOU,0.4,1993-94,0.4
1993,2,34,DEN,0.0,1994-95,-0.1
1993,2,35,TOR,0.0,1997-98,0.0
1993,2,36,TOR,0.0,1997-98,0.0
1993,2,37,LAL,7.7,1994-95,31.7
1993,2,38,LAL,0.0,1994-95,0.0
1993,2,39,LAL,0.0,1994-95,0.0
1993,2,40,VAN,-0.1,1996-97,-0.30000000000000004
1993,2,41,VAN,0.0,1996-97,0.0
1993,2,42,DEN,-0.1,1993-94,-0.1
1993,2,43,GSW,0.5,1993-94,0.5
1993,2,44,GSW,0.0,1993-94,0.0
1993,2,45,UTA,9.5,1999-00,49.4
1993,2,46,HOU,0.0,1993-94,0.0
1993,2,47,SAS,-0.2,1994-95,-0.5
1993,2,48,POR,0.0,1993-94,0.0
1993,2,49,POR,0.0,1993-94,0.0
1993,2,50,POR,0.0,1993-94,0.0
1993,2,51,POR,0.0,1993-94,0.0
1993,2,52,SAC,0.9,1993-94,0.9
1993,2,53,SAC,0.0,1993-94,0.0
1993,2,54,SAC,0.0,1993-94,0.0
1994,1,1,MIL,7.9,2000-01,35.800000000000004
1994,1,2,DAL,8.9,2009-10,39.199999999999996
1994,1,3,DET,14.799999999999999,1996-97,61.2
1994,1,4,MIN,-0.1,1994-95,-0.1
1994,1,5,WSB,7.3,1996-97,15.7
1994,1,6,PHI,1.7,1994-95,2.6
1994,1,7,LAC,4.9,1997-98,8.100000000000001
1994,1,8,SAC,5.3,1994-95,10.8
1994,1,9,BOS,4.1,1994-95,5.3999999999999995
1994,1,10,LAL,11.9,1997-98,36.7
1994,1,11,GSW,0.9,1994-95,0.9
1994,1,12,MIA,3.5,1994-95,3.5
1994,1,13,DEN,3.8,1994-95,6.699999999999999
1994,1,14,NJN,0.0,1994-95,-0.7
1994,1,15,LAC,5.5,2000-01,27.700000000000003
1994,1,16,GSW,1.3,1994-95,2.4000000000000004
1994,1,17,POR,5.2,1995-96,8.3
1994,1,18,MIL,1.3,1994-95,1.3
1994,1,19,DAL,1.6,1995-96,1.4000000000000001
1994,1,20,PHI,-0.7,1994-95,-0.7
1994,1,21,CHI,2.9,1998-99,4.8999999999999995
1994,1,22,DET,0.5,1994-95,0.5
1994,1,23,PHO,5.6000000000000005,1996-97,13.3
1994,1,24,NYK,0.3,1994-95,0.3
1994,1,25,BOS,3.0,1995-96,8.2
1994,1,26,NYK,7.8999999999999995,1997-98,36.099999999999994
1994,1,27,ORL,0.5,1995-96,0.6
1994,2,28,ORL,0.0,1995-96,0.0
1994,2,29,PHO,-0.1,1994-95,-0.1
1994,2,30,MIN,-0.3,1994-95,-0.3
1994,2,31,MIN,0.0,1994-95,0.0
1994,2,32,WSB,1.8,1995-96,2.6
1994,2,33,PHI,1.7,1995-96,2.7
1994,2,34,SAS,0.1,1996-97,0.1
1994,2,35,SAC,5.4,1996-97,13.200000000000001
1994,2,36,SAC,0.0,1996-97,0.0
1994,2,37,SEA,0.0,1994-95,0.0
1994,2,38,CHH,0.5,1995-96,0.9
1994,2,39,LAL,1.2,1994-95,1.2
1994,2,40,WSB,0.0,1995-96,0.0
1994,2,41,WSB,0.0,1995-96,0.0
1994,2,42,WSB,0.0,1995-96,0.0
1994,2,43,CLE,0.5,1997-98,0.7
1994,2,44,CLE,0.0,1997-98,0.0
1994,2,45,GSW,0.2,1994-95,0.2
1994,2,46,MIA,8.1,1996-97,20.000000000000004
1994,2,47,UTA,0.8,1994-95,1.2
1994,2,48,UTA,0.0,1994-95,0.0
1994,2,49,UTA,0.0,1994-95,0.0
1994,2,50,BOS,0.0,1995-96,0.0
1994,2,51,SAC,3.8000000000000003,1999-00,13.2
1994,2,52,CHH,0.8,1996-97,1.1
1994,2,53,CHH,0.0,1996-97,0.0
1994,2,54,DET,3.3,2001-02,5.1
1995,1,1,GSW,6.8,1995-96,13.0
1995,1,2,DEN,7.8,2000-01,24.400000000000002
1995,1,3,PHI,2.1,1996-97,4.2
1995,1,4,WSB,2.3,1995-96,2.3
1995,1,5,MIN,21.0,2003-04,145.6
1995,1,6,VAN,4.9,1997-98,13.0
1995,1,7,TOR,7.6,1996-97,15.099999999999998
1995,1,8,MIL,0.5,1995-96,0.4
1995,1,9,NJN,0.7,1995-96,1.4
1995,1,10,MIA,3.8,1995-96,4.3
1995,1,11,POR,5.4,1996-97,9.9
1995,1,12,DAL,0.9,1995-96,0.9
1995,1,13,SAC,4.4,1997-98,15.799999999999999
1995,1,14,BOS,6.3,2002-03,20.5
1995,1,15,LAC,4.9,1995-96,9.1
1995,1,16,ATL,6.4,1997-98,22.999999999999996
1995,1,17,CLE,5.2,1996-97,12.8
1995,1,18,DET,4.0,1996-97,9.7
1995,1,19,POR,0.0,1995-96,-0.1
1995,1,20,CHI,4.3,1996-97,6.7
1995,1,21,PHO,6.3,1995-96,7.5
1995,1,22,CHH,0.6,1995-96,0.5
1995,1,23,IND,7.5,2000-01,26.5
1995,1,24,DAL,1.1,1995-96,0.7000000000000001
1995,1,25,ORL,0.1,1996-97,0.0
1995,1,26,SEA,0.4,1995-96,0.4
1995,1,27,PHO,0.5,1995-96,0.5
1995,1,28,UTA,7.0,1996-97,36.400000000000006
1995,1,29,SAS,1.1,1996-97,2.0
1995,2,30,DET,0.4,1995-96,0.4
1995,2,31,CHI,-0.2,2000-01,-0.2
1995,2,32,MIA,-0.1,1995-96,-0.1
1995,2,33,BOS,-0.2,1995-96,-0.2
1995,2,34,GSW,1.6,1996-97,2.0
1995,2,35,TOR,0.0,1995-96,0.0
1995,2,36,VAN,0.6,1995-96,0.19999999999999996
1995,2,37,LAL,-0.1,1995-96,-0.1
1995,2,38,LAL,0.0,1995-96,0.0
1995,2,39,CLE,0.6,1996-97,0.7000000000000001
1995,2,40,TOR,0.0,1995-96,0.0
1995,2,41,TOR,0.0,1995-96,0.0
1995,2,42,ATL,0.0,1995-96,-0.3
1995,2,43,SEA,2.1,1996-97,2.4
1995,2,44,SEA,0.0,1996-97,0.0
1995,2,45,SEA,0.0,1996-97,0.0
1995,2,46,SEA,0.0,1996-97,0.0
1995,2,47,SAC,3.3,1995-96,4.8
1995,2,48,MIN,-0.1,1995-96,-0.1
1995,2,49,MIN,-0.3,1995-96,-0.3
1995,2,50,TOR,0.1,1996-97,0.1
1995,2,51,TOR,0.0,1996-97,0.0
1995,2,52,IND,2.4,1997-98,4.799999999999999
1995,2,53,IND,0.0,1997-98,0.0
1995,2,54,IND,0.0,1997-98,0.0
1995,2,55,CHH,-0.1,1997-98,-0.1
1995,2,56,PHO,0.3,1995-96,0.3
1995,2,57,VAN,0.1,1995-96,0.1
1995,2,58,DET,2.9,1995-96,9.499999999999998
1996,1,1,PHI,14.5,2000-01,86.69999999999997
1996,1,2,TOR,3.7,1996-97,4.6000000000000005
1996,1,3,VAN,8.8,1999-00,31.700000000000003
1996,1,4,MIN,5.2,1997-98,10.200000000000001
1996,1,5,MIL,17.3,2000-01,58.7
1996,1,6,BOS,8.1,2001-02,32.1
1996,1,7,LAC,3.2,1996-97,8.5
1996,1,8,NJN,9.4,2002-03,48.20000000000001
1996,1,9,DAL,1.4,1997-98,2.5
1996,1,10,IND,0.9,1996-97,0.9
1996,1,11,GSW,0.7,1996-97,1.4
1996,1,12,CLE,1.4,1997-98,2.3
1996,1,13,LAL,17.4,2008-09,200.79999999999993
1996,1,14,SAC,14.5,2003-04,64.89999999999999
1996,1,15,PHO,12.6,2006-07,83.0
1996,1,16,CHH,1.6,1996-97,1.6
1996,1,17,POR,2.2,1999-00,5.1
1996,1,18,NYK,1.6,1996-97,2.6
1996,1,19,NYK,0.0,1996-97,0.0
1996,1,20,CLE,9.4,1997-98,68.69999999999999
1996,1,21,BOS,-0.3,1997-98,-0.3
1996,1,22,VAN,1.4,1996-97,1.4
1996,1,23,PHI,0.2,2002-03,0.2
1996,1,24,LAL,6.8,2001-02,52.89999999999999
1996,1,25,MIA,0.0,1996-97,0.0
1996,1,26,DET,7.699999999999999,1999-00,19.600000000000005
1996,1,27,ORL,0.8,1997-98,0.9
1996,1,28,ATL,-0.2,1996-97,-0.2
1996,1,29,LAL,3.3,1996-97,4.9
1996,2,30,HOU,2.3000000000000003,1998-99,5.499999999999999
1996,2,31,PHI,0.3,1996-97,0.3
1996,2,32,PHI,0.0,1996-97,0.0
1996,2,33,VAN,-0.1,1996-97,-0.1
1996,2,34,VAN,0.0,1996-97,0.0
1996,2,35,VAN,0.0,1996-97,0.0
1996,2,36,VAN,0.0,1996-97,0.0
1996,2,37,DEN,0.1,1996-97,0.1
1996,2,38,BOS,0.2,1996-97,0.2
1996,2,39,BOS,0.0,1996-97,0.0
1996,2,40,BOS,0.0,1996-97,0.0
1996,2,41,SAS,0.0,1996-97,0.0
1996,2,42,HOU,0.3,1996-97,0.3
1996,2,43,PHO,0.1,1996-97,0.1
1996,2,44,CHH,1.1,1996-97,1.1
1996,2,45,CHH,0.0,1996-97,0.0
1996,2,46,POR,0.4,1996-97,0.4
1996,2,47,POR,0.0,1996-97,0.0
1996,2,48,CHH,0.0,1996-97,0.0
1996,2,49,ORL,-0.2,1996-97,-0.2
1996,2,50,ORL,0.0,1996-97,0.0
1996,2,51,VAN,0.2,1996-97,-0.2
1996,2,52,IND,0.0,1997-98,-0.1
1996,2,53,MIL,0.0,1997-98,0.0
1996,2,54,UTA,4.7,1997-98,8.6
1996,2,55,UTA,0.0,1997-98,0.0
1996,2,56,CLE,0.3,1996-97,0.3
1996,2,57,ATL,0.3,1997-98,0.3
1996,2,58,ATL,0.0,1997-98,0.0
1997,1,1,SAS,22.4,2002-03,242.99999999999994
1997,1,2,NJN,7.5,2001-02,24.3
1997,1,3,BOS,2.6,1997-98,2.6
1997,1,4,VAN,-1.3,1997-98,-1.3
1997,1,5,DEN,0.5,1997-98,0.5
1997,1,6,BOS,4.0,1997-98,5.3
1997,1,7,PHI,3.4,1997-98,3.8
1997,1,8,GSW,4.0,2002-03,17.1
1997,1,9,TOR,6.8,1999-00,12.099999999999998
1997,1,10,DEN,4.4,1998-99,6.300000000000001
1997,1,11,SAC,1.7999999999999998,1998-99,1.6
1997,1,12,IND,6.9,1999-00,28.000000000000007
1997,1,13,CLE,5.3,1997-98,7.4
1997,1,14,LAC,1.8,1997-98,2.2
1997,1,15,POR,2.7,1997-98,4.200000000000001
1997,1,16,CLE,8.4,1997-98,13.6
1997,1,17,ORL,0.0,1999-00,-0.1
1997,1,18,DAL,0.6,1997-98,0.8999999999999999
1997,1,19,DET,0.9,1997-98,0.9
1997,1,20,MIN,-0.1,1998-99,-0.1
1997,1,21,PHI,0.4,1997-98,0.4
1997,1,22,ATL,0.8,1997-98,0.4000000000000001
1997,1,23,DEN,-0.6,1997-98,-0.6
1997,1,24,HOU,-0.1,1998-99,-1.0
1997,1,25,BOS,0.4,1997-98,0.4
1997,1,26,MIA,-0.2,1997-98,-0.2
1997,1,27,UTA,2.9,2000-01,3.0
1997,1,28,CHI,0.0,1997-98,-0.8
1997,2,29,CHI,0.0,1997-98,0.0
1997,2,30,CHI,0.0,1997-98,0.0
1997,2,31,DET,0.2,1997-98,0.4
1997,2,32,SEA,0.1,1998-99,0.0
1997,2,33,PHO,0.3,1997-98,0.19999999999999998
1997,2,34,DAL,0.1,1997-98,0.1
1997,2,35,PHI,0.2,1997-98,0.2
1997,2,36,LAC,0.0,1997-98,0.0
1997,2,37,GSW,2.6,2000-01,2.9
1997,2,38,MIL,0.3,1997-98,0.3
1997,2,39,SAC,0.4,1997-98,0.6000000000000001
1997,2,40,SAC,0.0,1997-98,0.0
1997,2,41,ORL,0.5,1997-98,0.5
1997,2,42,NJN,0.9,2000-01,0.9
1997,2,43,NJN,0.0,2000-01,0.0
1997,2,44,CLE,3.8,1997-98,3.3999999999999995
1997,2,45,WAS,-0.1,1997-98,-0.1
1997,2,46,DEN,0.3,1998-99,0.0
1997,2,47,POR,1.4,1997-98,1.4
1997,2,48,SEA,2.4,2002-03,4.0
1997,2,49,SEA,0.0,2002-03,0.0
1997,2,50,ATL,2.7,2003-04,6.7
1997,2,51,MIN,0.2,1997-98,0.2
1997,2,52,MIN,0.0,1997-98,0.0
1997,2,53,MIN,0.0,1997-98,0.0
1997,2,54,BOS,6.7,2003-04,14.0
1997,2,55,BOS,0.0,2003-04,0.0
1997,2,56,BOS,0.0,2003-04,0.0
1997,2,57,BOS,0.0,2003-04,0.0
1998,1,1,LAC,1.6,2001-02,-0.09999999999999992
1998,1,2,VAN,5.6,1999-00,12.2
1998,1,3,DEN,6.8,2000-01,18.4
1998,1,4,GSW,8.5,2002-03,25.3
1998,1,5,TOR,14.9,2000-01,50.1
1998,1,6,MIL,2.5,1998-99,3.5
1998,1,7,SAC,4.0,2000-01,7.500000000000001
1998,1,8,PHI,2.4,1998-99,3.5
1998,1,9,DAL,23.1,2005-06,229.50000000000003
1998,1,10,BOS,15.4,2007-08,153.0
1998,1,11,POR,5.9,2000-01,19.499999999999996
1998,1,12,ORL,3.0,1999-00,6.7
1998,1,13,DEN,4.2,1999-00,4.9
1998,1,14,HOU,2.2,1998-99,2.2
1998,1,15,ORL,2.6,1998-99,2.8000000000000003
1998,1,16,HOU,1.3,1999-00,1.2
1998,1,17,MIN,5.3,2002-03,14.0
1998,1,18,NYK,-0.1,1999-00,-0.1
1998,1,19,PHO,1.1,1998-99,1.1
1998,1,20,ATL,0.4,2000-01,0.3
1998,1,21,CHH,1.1,1999-00,1.3
1998,1,22,LAC,0.9,1999-00,1.7000000000000002
1998,1,23,LAL,0.6000000000000001,2000-01,1.1
1998,1,24,VAN,0.5,1998-99,0.9
1998,1,25,IND,6.7,2003-04,16.1
1998,1,26,LAL,0.0,1998-99,0.0
1998,1,27,SEA,-0.1,1998-99,-0.4
1998,1,28,CHI,-0.2,1998-99,-0.9
1998,1,29,PHI,0.5,2000-01,0.4
1998,2,30,SEA,0.8,2003-04,1.2000000000000002
1998,2,31,LAL,0.2,1998-99,0.2
1998,2,32,SEA,8.8,2004-05,59.8
1998,2,33,SEA,1.4,1998-99,3.9
1998,2,34,ATL,0.0,1998-99,0.0
1998,2,35,DAL,-0.1,1998-99,-0.2
1998,2,36,SAC,-0.1,1998-99,-0.1
1998,2,37,PHI,-0.1,1998-99,-0.1
1998,2,38,NYK,-0.1,1999-00,-0.1
1998,2,39,MIL,0.7,2001-02,0.19999999999999998
1998,2,40,DET,0.1,1998-99,0.1
1998,2,41,HOU,8.2,2000-01,35.8
1998,2,42,ORL,-0.1,1998-99,-0.1
1998,2,43,WAS,3.3,2001-02,9.4
1998,2,44,TOR,0.0,1998-99,0.0
1998,2,45,PHO,0.8,1999-00,1.0
1998,2,46,MIN,0.7,1998-99,0.7999999999999999
1998,2,47,DEN,0.1,1998-99,0.1
1998,2,48,CLE,0.4,1998-99,0.30000000000000004
1998,2,49,CHI,-1.2,1998-99,-1.2
1998,2,50,CHI,0.0,1998-99,0.0
1998,2,51,CHI,0.0,1998-99,0.0
1998,2,52,SAS,0.4,2000-01,0.5
1998,2,53,DAL,2.5,2001-02,8.8
1998,2,54,LAC,1.2,2002-03,1.7
